residence	job	birthdate	current_location	imei	ssn	company	registration	name	username	user_id	mail
			(Decimal('88.535304'), Decimal('-11.110592'))	3590433799317661875	815-22-1369	Salinas-Hunt	2022-10-18	Michelle Castillo	montoyamarie	1703	emorrison@hotmail.com
			(Decimal('-50.9965525'), Decimal('142.347201'))	359043379931766593	137-25-4513	Allen Group	04 Apr 2019	Tyler Lee	dwade	701	zbates@hotmail.com
		1908-12-21		359043379931766999	466-55-6848	Scott, Arias and Alvarado	2019-02-27	Meredith Rogers	dmann	105	justin14@gmail.com
"740 Grant Burgs
Perezview, KS 68711"			(Decimal('30.785473'), Decimal('-80.522608'))	863033069630348727	032-22-4697	Whitaker Inc	2020/07/16	Ronald Young	blivingston	689	vrodriguez@gmail.com
		1932-07-01	(Decimal('28.494336'), Decimal('152.732932'))	3590433799317661594	580-28-8544	Gentry-Lewis	2018/08/04	Brian Hayes	kristenmartinez	1219	bradleywatkins@yahoo.com
				3590433799317661214	290-19-7188	Rodriguez-Martinez	02/05/2022, 00:00:00	Troy Morrison	williamramirez	374	christophergreen@hotmail.com
			(Decimal('64.2006045'), Decimal('-157.360094'))	8630330696303481578	629-08-0745	Smith PLC	2023-10-31	Rachel Barnes	moodyaustin	754	gabrielgrant@hotmail.com
"3179 Raymond Motorway Apt. 282
Westbury, MN 57563"		1917-02-06	(Decimal('29.8633685'), Decimal('-41.006430'))	359043379931766213	184-70-5210	Lindsey, Haley and Lee	2023-10-26	Michelle Park	michael93	1012	karenwiggins@yahoo.com
	Psychologist, occupational		(Decimal('-63.1612785'), Decimal('89.042472'))	8630330696303482147	032-75-8522	Harris-Knapp	13 Jan 2019	Megan Edwards	marissalee	4	tpierce@yahoo.com
		2011-01-29	(Decimal('3.777612'), Decimal('-139.462324'))	8630330696303481487	868-30-0922	Gonzalez, Wood and Moore	2019-02-24	Jared Dennis	christopher65	2363	wallacemelissa@gmail.com
		1935-01-13	(Decimal('24.8349955'), Decimal('173.696762'))	863033069630348743	273-85-3690	Carpenter-Bauer	2020/12/12	Roberta Smith	jodi05	1700	robertsanna@hotmail.com
		1979-02-04	(Decimal('-40.9896305'), Decimal('-143.277065'))	8630330696303482097	178-83-1443	Smith, Johnson and Gonzalez	2019/02/25	Brian Dunn	samanthamiller	1072	eric10@hotmail.com
"27150 Sanders Cape Suite 569
East Jamesfurt, HI 28663"		1935-03-28	(Decimal('-77.160954'), Decimal('15.055291'))	3590433799317661115	284-87-7644	Griffith-Simmons	12 Mar 2019	Michael Ryan	frances67	2141	nathan77@yahoo.com
"22310 Smith Mill Apt. 585
New Patricia, NH 55671"		2005-05-11	(Decimal('-77.3816395'), Decimal('164.767129'))	3590433799317662246	305-29-2045	Clark, Stephens and Hughes	23 Apr 2019	Stephanie Clark	masseybrian	1680	sylviapatrick@yahoo.com
"5692 Shields Park Suite 967
North Edward, CT 24108"		1971-08-17	(Decimal('35.6300035'), Decimal('144.407578'))	3590433799317661826	013-96-0067	Robertson, Hernandez and Richardson	2022-07-19	Jeremy King	harperjose	859	oyates@gmail.com
"Unit 8683 Box 8371
DPO AE 77652"			(Decimal('-75.904146'), Decimal('15.919127'))	8630330696303482352	028-78-5282	Anderson and Sons	2021-02-01	Kevin Malone	timothyjimenez	304	butlerrobin@gmail.com
"67516 Charles Mall Apt. 887
New Antonio, IA 24789"	Senior tax professional/tax inspector	1946-06-04	(Decimal('0.771255'), Decimal('176.471124'))	3590433799317661404	875-83-1837	Reyes and Sons	2018/08/20	Paul Arnold	michael31	933	joseph38@hotmail.com
	Podiatrist		(Decimal('68.703271'), Decimal('-114.259885'))	863033069630348743	853-23-1839	Brooks-Williams	2022-04-28	Travis Perez	margaretross	485	maryzimmerman@yahoo.com
"USNV Schmitt
FPO AA 05818"		1953-07-23	(Decimal('32.0168935'), Decimal('25.095312'))	8630330696303481990	057-63-2740	Moore Group	2020-01-17	Emily Baldwin	rmckenzie	2346	martinthomas@yahoo.com
	Sport and exercise psychologist		(Decimal('40.347087'), Decimal('85.300182'))	3590433799317661255	364-88-2781	Parrish, Spencer and Estrada	2020-09-11	Arthur Reynolds	daniel47	2178	msmith@hotmail.com
"354 Taylor Plain Apt. 167
Gonzalezhaven, AR 68781"			(Decimal('-28.760499'), Decimal('-105.309808'))	8630330696303481735	542-29-9126	Jones-Mueller	17 May 2021	Jacob Williams	rmerritt	1440	ajimenez@yahoo.com
"PSC 8884, Box 4061
APO AE 53958"			(Decimal('14.882343'), Decimal('-166.383191'))	3590433799317661149	278-45-0061	Ware PLC	2024-08-19	Bianca Paul	imccoy	527	sydneyfrank@hotmail.com
				8630330696303482477	535-53-1102	Wilkinson, Coleman and Rodriguez	2018/08/31	Carla Finley	vargasbrian	1102	dustin63@gmail.com
		2002-11-23	(Decimal('86.507115'), Decimal('-63.287542'))	3590433799317661198	628-42-5022	Terry LLC	09/15/2018, 00:00:00	Patrick Chang	christiangonzalez	2514	vjohnson@yahoo.com
			(Decimal('39.196455'), Decimal('78.446321'))	3590433799317662253	346-20-5136	Ewing-Swanson	24 Jan 2020	April Gonzalez	collinsregina	680	patelrebecca@gmail.com
	Biomedical scientist		(Decimal('40.7238085'), Decimal('106.513876'))	359043379931766098	055-81-3242	Perkins, Garcia and Romero	16 Jun 2018	Charles Case	nicolecaldwell	1613	normanterry@hotmail.com
	Naval architect		(Decimal('-54.6424115'), Decimal('166.505945'))	8630330696303482014	307-17-8244	Weber, Garrett and Becker	2018/04/06	Julie Rivera	emilylee	562	michael21@gmail.com
		1919-12-05	(Decimal('-46.826027'), Decimal('57.894779'))	3590433799317661354	002-31-7602	Hurley, Stone and Knight	02 Sep 2019	David Davis	johnsonsara	1984	jarmstrong@hotmail.com
"50713 Leach Plaza Suite 492
Jonesville, WI 05830"		1993-06-27	(Decimal('82.7819695'), Decimal('-52.712426'))	359043379931766148	117-15-6955	Mcdaniel-Olson	2023/03/20	Eric Padilla	warren26	621	petersbridget@yahoo.com
	Pension scheme manager		(Decimal('-79.711954'), Decimal('-29.578775'))	359043379931766502	055-09-6220	Williams and Sons	2023-08-29	Elizabeth Patterson	megandurham	867	novaksamantha@gmail.com
		1933-08-12	(Decimal('-77.4736345'), Decimal('-100.960085'))	3590433799317661826	244-57-7297	Roth-Stanley	2023-12-12	Jennifer Reynolds	williewalker	2059	ramirezjessica@gmail.com
		1963-04-10	(Decimal('-26.887533'), Decimal('21.275978'))	3590433799317661651	547-62-7461	Wilson Inc	17 May 2023	Zachary Paul	brianayala	490	alison04@yahoo.com
		1950-05-31	(Decimal('24.5844325'), Decimal('-97.542651'))	8630330696303481123	180-61-3182	Cooper Inc	2019-03-03	Mark Kaiser	sberger	1883	robyn79@gmail.com
"1334 Scott Flat Apt. 170
West Seanfurt, FM 05324"		2012-07-02	(Decimal('-14.4359665'), Decimal('-125.929858'))	8630330696303481875	152-10-9080	Gibbs-Campbell	2021-07-11	Elizabeth Moore	florestheresa	2093	bdavid@yahoo.com
			(Decimal('46.0697965'), Decimal('-16.562255'))	863033069630348610	739-66-1671	Jennings-Potter	2024/08/28	Alicia Winters	hayley74	2032	westjohn@yahoo.com
	Patent examiner	1961-10-18	(Decimal('31.2569955'), Decimal('120.834436'))	3590433799317661180	482-19-1398	Williams, Mann and Ward	25 May 2019	Brandon Cox	todd39	1322	coxlauren@yahoo.com
"2869 Johnson Highway Suite 307
North Gracemouth, SC 22185"	Theatre stage manager		(Decimal('31.562344'), Decimal('-120.860620'))	8630330696303482287	665-43-8460	Carney-Turner	2023/08/19	David Johnson	heather16	563	jack21@hotmail.com
"06400 Anderson Spring Apt. 598
Amystad, PR 16456"			(Decimal('-69.241301'), Decimal('-19.130309'))	863033069630348792	508-24-7105	Bennett-Bailey	09/01/2018, 00:00:00	Daniel Jones DDS	romerojoshua	528	annabarrera@yahoo.com
			(Decimal('-49.671753'), Decimal('39.106050'))	863033069630348909	507-58-3744	Barker, Pruitt and Young	2018/06/15	Matthew Perez	wagnercharles	1578	kevinporter@yahoo.com
		1951-12-14	(Decimal('-73.832319'), Decimal('174.987975'))	359043379931766205	340-84-1561	Peterson, Patrick and Flores	2024-03-24	Dorothy Anderson	marctrevino	434	philipmaxwell@yahoo.com
			(Decimal('-24.629924'), Decimal('-154.323537'))	863033069630348578	805-96-0018	Hardy-Willis	08/03/2019, 00:00:00	Jaclyn Combs	jason56	528	adamscynthia@yahoo.com
		1928-06-21	(Decimal('-80.689548'), Decimal('113.651206'))	8630330696303481503	402-74-6524	Hayes, Holmes and Barron	2021-08-18	Jennifer Chapman	mckaystephen	2257	anthonywhitney@gmail.com
	Ceramics designer		(Decimal('-64.086108'), Decimal('167.464158'))	8630330696303481560	754-66-3379	Rodriguez-Abbott	2023-01-05	Robert Wilson	laurenmcintosh	2196	jholt@hotmail.com
"PSC 6806, Box 1088
APO AP 04978"		1974-05-11	(Decimal('69.1150475'), Decimal('-106.279297'))	3590433799317661552	179-75-7750	Johnson, Davis and Perry	01/20/2020, 00:00:00	Michael Park	ellispamela	301	chad98@gmail.com
"7137 Tyler Ranch
South Adrian, MH 65881"		1920-04-22	(Decimal('-48.1484745'), Decimal('61.785355'))	3590433799317661552	671-06-7431	Klein Ltd	16 Mar 2023	Laura Lucas	phillipskathryn	482	beckycook@yahoo.com
			(Decimal('-55.0258245'), Decimal('-62.201166'))	3590433799317661404	085-03-1858	Garcia LLC	12/14/2019, 00:00:00	Erika Koch	hernandeztimothy	1158	victoria13@yahoo.com
"557 Danielle Hills
Medinahaven, DC 62094"		1960-01-25	(Decimal('22.8778595'), Decimal('-127.610973'))	3590433799317661156	290-54-7539	Finley, Horton and Ruiz	11 Jul 2021	Jordan Ortiz	kyliehamilton	1091	leonchristopher@gmail.com
	Museum education officer		(Decimal('-83.453716'), Decimal('-28.880932'))	3590433799317661594	690-79-6770	Jones-Nelson	2024-08-30	Christopher Fisher	rebeccasmith	1429	cheryl16@gmail.com
	Sport and exercise psychologist			3590433799317662287	554-58-4696	Castillo LLC	02/14/2019, 00:00:00	Amanda Taylor	ljohnson	2116	jennifer96@gmail.com
"848 Carolyn Courts Suite 869
North Theodore, DC 91010"		1926-03-08	(Decimal('20.901218'), Decimal('-124.525249'))	863033069630348842	563-78-2507	Gonzalez PLC	03/10/2022, 00:00:00	Mary Watkins	clarkmichael	168	kellywright@hotmail.com
"1932 Morgan Throughway Suite 629
West Robin, ND 32625"			(Decimal('54.959877'), Decimal('-60.519656'))	3590433799317661677	376-14-1658	Rose, Figueroa and Ball	2021/01/20	Ryan Becker	graygregory	1151	bellemily@gmail.com
"584 Snyder Islands Suite 732
Cassandraport, RI 68111"	Customer service manager	2021-04-07	(Decimal('-83.2893255'), Decimal('-99.487108'))	8630330696303481149	591-54-3686	Marshall, Davis and Hale	2022/01/06	Lori Smith	margaret89	788	jacksonangela@hotmail.com
"79304 Martin Groves
South Kim, MN 75178"			(Decimal('78.007701'), Decimal('8.769132'))	3590433799317661784	306-01-9480	Peterson-Fields	01/12/2024, 00:00:00	Seth Duke	kstevens	22	tharris@yahoo.com
"6610 Robert Locks
Brewerport, DC 99827"		2020-11-25	(Decimal('77.9486305'), Decimal('167.581934'))	359043379931766957	509-16-3281	Gay-White	2023-12-27	Tara Davis	joseph49	2328	fchung@hotmail.com
			(Decimal('75.4535595'), Decimal('-19.684096'))	359043379931766965	024-27-2851	Allen, Lewis and Martinez	2024/04/29	Stephanie Hayden	boyderic	1452	mario82@hotmail.com
"28067 Mendoza Ramp
West Coreychester, MS 52569"	Programmer, systems		(Decimal('-61.4299035'), Decimal('-141.426933'))	8630330696303481628	851-60-9736	Anderson, Adams and Martinez	08/16/2022, 00:00:00	Nicole Erickson	pnielsen	1082	fisherashley@gmail.com
"631 Thompson Ferry Apt. 724
Grayhaven, VI 95142"			(Decimal('-64.606336'), Decimal('-84.158467'))	863033069630348487	385-56-6251	Hamilton, Boone and Mcclure	2024/04/02	Valerie Valdez	keithandrews	1225	donnamorgan@gmail.com
"108 Salazar Village Suite 955
Kristenland, DC 04300"			(Decimal('-49.1389195'), Decimal('104.528763'))	863033069630348602	448-48-6022	Taylor-Smith	2024/07/30	James Conley	yeseniagarcia	1069	james00@hotmail.com
		1965-02-13	(Decimal('-2.533504'), Decimal('142.805939'))	359043379931766122	814-64-1394	Hernandez Group	31 Jul 2022	Vicki Wang	charles18	2451	masonrhonda@gmail.com
"0265 Neal Pine Suite 921
Matthewsville, NY 62287"			(Decimal('-66.934788'), Decimal('130.946844'))	863033069630348867	047-46-5498	Jones, Gregory and Carlson	2020/09/03	Joseph Thomas	kimberlyavery	2384	aevans@hotmail.com
"PSC 3163, Box 3425
APO AP 13815"		2002-03-26	(Decimal('10.607125'), Decimal('109.047592'))	863033069630348271	236-94-2473	Harris-Bryant	03/20/2020, 00:00:00	Kyle Howard	cookdaniel	2394	patricia14@yahoo.com
			(Decimal('-80.8061625'), Decimal('-63.741129'))	359043379931766726	757-35-0480	Williams Inc	2019/01/29	Cameron Jackson	emily48	1599	robert43@hotmail.com
	Mechanical engineer		(Decimal('76.849713'), Decimal('-56.112337'))	8630330696303482113	777-85-8998	Schwartz, Rice and Mercado	2023-01-01	Ashley Hurley	millercory	192	anthony66@hotmail.com
			(Decimal('-42.3335725'), Decimal('-135.665902'))	863033069630348842	069-68-9811	Johnson, Adams and Johnson	2018/11/23	Benjamin Davis	allenkerri	730	carpenterjessica@gmail.com
	Merchandiser, retail	1926-12-09	(Decimal('-13.269117'), Decimal('12.030754'))	863033069630348099	296-63-2294	Sawyer Ltd	10/27/2019, 00:00:00	James Ayala	courtneyhancock	208	donaldglover@yahoo.com
	Museum/gallery curator			359043379931766668	126-69-3689	Turner, Palmer and Sampson	2024-06-02	Ronald Mitchell	michele57	1182	tracey94@hotmail.com
"48088 Mark Locks Apt. 339
Lake Alexisshire, WV 43233"		1940-04-22	(Decimal('56.238569'), Decimal('105.995007'))	3590433799317661560	479-50-8566	Herring-Parsons	2020-11-27	Kelli Hart	sergio37	371	wmartinez@hotmail.com
"08323 Hill Branch Suite 437
Dustinmouth, IN 07893"			(Decimal('61.885364'), Decimal('79.374104'))	3590433799317661586	303-74-1178	Curry, King and Reyes	12/06/2022, 00:00:00	Wesley White	vickieporter	665	carrienunez@yahoo.com
			(Decimal('87.1428885'), Decimal('34.944036'))	8630330696303481305	021-79-4851	Estrada-Jones	2023/12/11	Michael Johnson	anthony15	1886	carlgreene@yahoo.com
		1947-07-03	(Decimal('85.332805'), Decimal('89.278867'))	8630330696303481446	893-48-3733	Rodriguez-Sandoval	2020/04/29	Christopher Clark	william20	1252	jdavis@hotmail.com
			(Decimal('1.762066'), Decimal('-80.938164'))	8630330696303482139	601-93-7928	Buchanan LLC	2019/07/22	Michele Watkins	cindy59	2194	juliewilkinson@yahoo.com
		1982-10-22	(Decimal('1.6604845'), Decimal('-13.675189'))	8630330696303481560	140-52-8145	Smith, Riley and Nguyen	2019-12-13	Steven Russo	bradyalexander	2458	walkerjonathan@hotmail.com
			(Decimal('-72.5849205'), Decimal('48.536652'))	863033069630348891	007-92-4093	Moore PLC	2018-01-03	Taylor Davidson	imckee	18	nmack@hotmail.com
		1966-02-13	(Decimal('47.5504625'), Decimal('98.270456'))	3590433799317661198	699-18-0163	Welch-Martinez	24 Jun 2024	John Watkins	nguyensarah	839	marykrueger@gmail.com
"63501 David Lane
Woodland, DE 66506"		1981-04-02	(Decimal('-49.498940'), Decimal('86.950496'))	359043379931766080	520-63-2542	Wells Group	2024-07-12	Ashley Potter	xbrown	1601	gloverglenda@gmail.com
	Chief Financial Officer	1935-01-08	(Decimal('-65.3522655'), Decimal('-63.504616'))	3590433799317661230	369-06-6099	Fitzgerald-Navarro	12/10/2019, 00:00:00	Bryan Carter	teresa12	1109	reyeskristy@yahoo.com
		1974-10-09	(Decimal('-3.0158455'), Decimal('163.047496'))	3590433799317662253	132-25-1561	Miller, Martinez and Lucero	08/17/2023, 00:00:00	Katherine Rios	jacobsnicole	922	jessica56@gmail.com
"672 Norman Square
East Erika, ND 73538"	Animal nutritionist	2005-12-08	(Decimal('-55.035925'), Decimal('-94.991532'))	3590433799317661792	591-87-6706	Reyes LLC	2018-03-15	Marie Ward	cbrown	2459	williamsjames@hotmail.com
"24590 Jones Center Suite 640
South Maria, MI 98523"	Educational psychologist	2004-02-01	(Decimal('51.4748125'), Decimal('-152.885768'))	359043379931766502	698-91-9462	Kelley-Ramos	2018-07-26	Mrs. Ruth Sellers MD	stephensfrank	2259	uhenderson@hotmail.com
"416 Henry Club Suite 600
Pattersonmouth, MP 21907"		2016-11-08	(Decimal('11.276351'), Decimal('-12.065888'))	359043379931766833	146-55-6904	Hughes-Norman	2024/02/08	Dr. Mitchell Wilson	myersraymond	627	otaylor@hotmail.com
"702 Lauren Avenue Apt. 400
New Michael, MD 83310"			(Decimal('-30.290420'), Decimal('46.367152'))	3590433799317661982	278-24-9113	James-Thomas	2020/12/01	Steven Harrington	katelynray	1241	elizabeth03@gmail.com
	Visual merchandiser			863033069630348974	347-68-0373	Cunningham, Wilkinson and Collier	2021/11/10	Amy Walker	garyclark	2498	ksmith@hotmail.com
		1948-02-22	(Decimal('67.2459775'), Decimal('-4.283385'))	359043379931766536	579-33-4098	Williams, Castro and Lewis	03/02/2020, 00:00:00	Billy Beasley	parnold	646	michaelmurray@yahoo.com
"039 Peterson Trace
Haneytown, WI 20992"	Engineer, technical sales		(Decimal('29.055429'), Decimal('35.143677'))	3590433799317662279	744-02-8158	Foley-Pruitt	18 Oct 2021	Brianna Duke	roberta98	369	samuellee@hotmail.com
		1919-01-15	(Decimal('-34.1939895'), Decimal('-122.420202'))	863033069630348792	541-91-5987	Barnett-Aguirre	10/27/2021, 00:00:00	Lisa Johnson	penningtonalexander	1296	beckerjennifer@hotmail.com
"1528 Bates Trail Apt. 474
East Jerrymouth, MA 01041"	Engineer, materials	1966-10-30	(Decimal('84.383557'), Decimal('150.266864'))	8630330696303481958	029-37-3927	Hayes PLC	2020-03-28	Kathy Ramos	xbrown	1688	josejohnson@gmail.com
		2016-05-07		359043379931766932	185-31-6011	English Group	2021-10-25	Anna Clark	susanking	275	kevin13@yahoo.com
"564 Linda River Apt. 913
Joannemouth, CO 87650"		1951-05-03	(Decimal('51.265465'), Decimal('-35.431504'))	3590433799317661438	788-89-2411	Raymond Group	02/20/2018, 00:00:00	Roberto Lopez DDS	lisacooper	1839	hcastillo@hotmail.com
"562 Andrea Roads
Sparksside, GU 28674"		2019-06-20	(Decimal('-35.9770375'), Decimal('-133.433549'))	3590433799317661388	756-54-5427	Moore Group	2017-11-03	Kathy Smith	wilsonadam	414	robertgomez@yahoo.com
"385 Kara Freeway Suite 932
Edwardshire, PR 42855"		1965-06-06	(Decimal('45.9573375'), Decimal('32.694158'))	8630330696303482451	332-11-6010	Valdez, Pearson and Jennings	28 May 2024	Tracey Tran	vincent94	945	brian69@gmail.com
"677 Payne Crossing
Williamston, MN 68986"		1971-09-09	(Decimal('-29.857223'), Decimal('-86.406759'))	359043379931766528	854-40-7276	Kline-George	2023/09/10	David Welch Jr.	courtney61	2176	gonzalesalexis@gmail.com
		1949-06-03	(Decimal('-43.648893'), Decimal('8.683013'))	863033069630348669	374-43-1799	Peters PLC	08 Apr 2021	Teresa Rowe	cherylluna	1578	bhanson@hotmail.com
	Merchant navy officer	1974-03-29	(Decimal('-3.1491515'), Decimal('-145.810903'))	8630330696303482360	775-82-8396	Davis-Malone	2018-03-08	Jorge Watson	mckinneygeorge	2184	austinspears@hotmail.com
"PSC 9095, Box 5406
APO AP 20786"			(Decimal('87.4590105'), Decimal('176.272123'))	863033069630348412	420-06-3207	Miller, Washington and Ramirez	08/26/2022, 00:00:00	Faith King	ivargas	1483	kimberly03@hotmail.com
			(Decimal('-38.9960255'), Decimal('-105.151504'))	3590433799317661404	627-39-0894	Holt and Sons	2023-04-08	Joshua Goodman	vcervantes	535	hodgesbrian@yahoo.com
		1980-12-24	(Decimal('38.6310405'), Decimal('140.625594'))	863033069630348909	484-11-4512	Middleton-Austin	16 Dec 2023	Alison Brown	rosstimothy	1769	michael16@yahoo.com
		1975-07-20	(Decimal('-51.495109'), Decimal('-154.413035'))	3590433799317662303	043-88-2049	Rowland-Tran	2021/08/31	Richard Brooks	stevengarrison	1640	paulatran@gmail.com
"67673 Eric Springs Suite 624
Port Stephen, MO 50911"			(Decimal('-29.5957505'), Decimal('-18.740465'))	863033069630348701	449-53-7168	Lee, Mcknight and Johnson	21 Dec 2023	Krystal Mckay	mfranklin	1193	nsullivan@yahoo.com
			(Decimal('-33.5451815'), Decimal('-171.222076'))	3590433799317661115	102-93-4255	Reese, Wilson and Morris	25 Jul 2021	Donald Brown	sarah41	1716	james71@gmail.com
		1909-06-01	(Decimal('-81.5572545'), Decimal('-118.377786'))	359043379931766320	860-45-0059	Larson-Hansen	27 May 2022	Melinda Clark	mooredwayne	1536	huntjulia@yahoo.com
"2607 Herrera Creek
North Melvinton, PR 19859"			(Decimal('54.383807'), Decimal('-37.122957'))	863033069630348172	719-18-5355	Hansen and Sons	2021-12-06	Juan Yu	anthonyhill	1012	ngibson@gmail.com
		1953-11-23	(Decimal('-69.876539'), Decimal('-35.614925'))	3590433799317661081	036-33-2998	Warner LLC	2023/01/25	Meghan Lee DVM	collierchristina	1343	pstewart@gmail.com
		1929-10-21	(Decimal('32.318568'), Decimal('107.661399'))	8630330696303482113	558-48-2549	Snyder-Hodges	03 Apr 2024	Martin Baxter	davilaalicia	105	ggarcia@gmail.com
	Industrial buyer	1933-10-18	(Decimal('66.6460275'), Decimal('-64.308740'))	863033069630348859	176-48-3765	Santiago-Davis	11 Jun 2024	Sarah Morgan	pneal	1061	griffinvicki@hotmail.com
